;classe;semaine_et_FB;delta_to_hours;mean_essai_sem;moy_norm_essai;entropie_essai_sem;entropie_norm_essai;sigma_essai_sem;solidite_essai_sem;solidite_norm_essai
147;Evian;data21FB1_2016_Evian;19.8919897222;16.8641581924;1.13357810232;0.473762563616;1.02524247898;16.5506477841;0.905900182892;0.992477408088
148;Evian;data21FB1_2016_Evian;23.8324305556;16.8505995452;1.13266671466;0.469502319888;1.01602312908;16.0792711244;0.917649680193;1.00534980932
149;Evian;data21FB1_2016_Evian;27.7713136111;16.9892733351;1.1419881151;0.446907828085;0.967127681098;16.1861312564;0.889960972625;0.97501488143
150;Evian;data21FB1_2016_Evian;31.6969147222;16.9313768809;1.13809642054;0.455879795888;0.986543403695;15.5499346258;0.897910697828;0.983724364896
151;Evian;data21FB1_2016_Evian;35.6285477778;17.2394626252;1.15880538504;0.450655382878;0.975237550177;15.8715941472;0.905051027485;0.991547098576
152;Evian;data21FB1_2016_Evian;39.5633563889;16.8797531019;1.13462636382;0.450746817358;0.975435418308;14.5710589879;0.893201615544;0.978565233827
153;Evian;data21FB1_2016_Evian;43.5208902778;16.6207217741;1.11721474815;0.46482400478;1.00589905482;15.5076504226;0.904368550492;0.990799396997
154;Evian;data21FB1_2016_Evian;47.4447894444;16.8412681718;1.13203947668;0.46724584577;1.01114002245;15.6997181746;0.906124315961;0.99272296164
155;Evian;data21FB1_2016_Evian;51.3847808333;17.4106373243;1.1703114376;0.456064837177;0.986943840968;16.329513913;0.894557113995;0.98005027778
156;Evian;data21FB1_2016_Evian;55.3322305556;17.5623905343;1.18051201292;0.470766210342;1.01875824216;17.0214646087;0.911277476009;0.998368611154
157;Evian;data21FB1_2016_Evian;59.2683508333;17.5606034523;1.18039188851;0.448779895473;0.971178915107;17.3684117223;0.894570310845;0.980064735858
158;Evian;data21FB1_2016_Evian;63.1901175;17.6109686436;1.18377734525;0.461722214512;0.999186647829;18.0861557884;0.887554212343;0.972378106153
159;Evian;data21FB1_2016_Evian;67.1315825;18.3142609383;1.2310513767;0.472602328377;1.02273168023;20.5244614966;0.906688228427;0.993340767435
160;Evian;data21FB1_2016_Evian;71.0926686111;17.6711298175;1.18782127016;0.463601465583;1.00325342763;18.6163336279;0.905141851447;0.991646602619
161;Evian;data21FB1_2016_Evian;75.0199438889;18.2378247825;1.22591347705;0.458875986151;0.993027287751;20.0699499733;0.906995554951;0.993677465272
162;Evian;data21FB1_2016_Evian;78.95356;18.9208729826;1.27182673722;0.475176666098;1.02830265732;20.7998813319;0.907116988505;0.993810504276
163;Evian;data21FB1_2016_Evian;82.8959647222;20.1299623969;1.35309953294;0.488068365398;1.05620084676;22.4855483101;0.924893853952;1.01328631152
164;Evian;data21FB1_2016_Evian;86.8334327778;19.3204733839;1.29868715084;0.47182952178;1.02105929365;22.0932445413;0.908306515653;0.995113714986
165;Evian;data21FB1_2016_Evian;90.7748102778;17.6845791327;1.18872530871;0.515247833471;1.11501837976;13.3169839976;0.958810844769;1.05044476205
166;Evian;data22FB1_2016_Evian;0.0;17.4396478608;1.0;0.506470707902;1.0;16.5145948456;0.935958341187;1.0
167;Evian;data22FB1_2016_Evian;0.202359166667;17.4396478608;1.0;0.506470707902;1.0;16.5145948456;0.935958341187;1.0
168;Evian;data22FB1_2016_Evian;4.1363675;17.1117907257;0.98120047275;0.485726542536;0.959041727306;14.9898134398;0.936899586057;1.00100564825
169;Evian;data22FB1_2016_Evian;8.07443222222;17.4992597352;1.00341818108;0.452246881666;0.892937882901;15.3134503545;0.932811585274;0.996637931653
170;Evian;data22FB1_2016_Evian;12.0145836111;17.6505846027;1.01209524089;0.407602439092;0.804789759275;15.2815761264;0.884686575658;0.945220034619
171;Evian;data22FB1_2016_Evian;15.9459602778;18.1276465159;1.03945026073;0.466678215038;0.921431798041;14.6363735705;0.929679068107;0.993291076319
172;Evian;data22FB1_2016_Evian;19.8849091667;17.2630065859;0.989871282017;0.442058428624;0.872821313704;14.5438531551;0.923366387308;0.986546459041
173;Evian;data22FB1_2016_Evian;23.8364333333;17.0148543493;0.975642082055;0.432169529939;0.853296198963;14.3031715836;0.926206251864;0.989580637414
174;Evian;data22FB1_2016_Evian;27.76899;19.9349319131;1.14308110302;0.489346791919;0.966189720913;19.1292395838;0.94621612682;1.01095966047
175;Evian;data22FB1_2016_Evian;31.7156536111;18.5978469715;1.06641184042;0.458954432894;0.906181592999;15.9382448569;0.92634495235;0.989728828289
176;Evian;data22FB1_2016_Evian;35.6378122222;18.3231690788;1.05066164323;0.458431548479;0.90514918499;16.1707077375;0.922851012606;0.985995820536
177;Evian;data22FB1_2016_Evian;39.5712341667;18.5277472437;1.06239227945;0.467695330988;0.923440040442;15.6042995859;0.922997898686;0.986152757094
178;Evian;data22FB1_2016_Evian;43.5243111111;17.9285313586;1.02803287668;0.459196207066;0.906658963493;16.2185317895;0.923612150848;0.986809038613
179;Evian;data22FB1_2016_Evian;47.4728338889;18.5383007112;1.06299742169;0.479045805933;0.945850961286;16.8553476806;0.934746037062;0.998704745637
180;Evian;data22FB1_2016_Evian;51.3975183333;18.4166539485;1.05602212243;0.473570585732;0.935040424537;17.3107526256;0.934706813504;0.998662838262
181;Evian;data22FB1_2016_Evian;55.3365516667;18.5609751424;1.06429758734;0.485321700662;0.958242388139;15.9850211949;0.939356018892;1.00363015912
182;Evian;data22FB1_2016_Evian;59.2852688889;19.1695913079;1.0991960079;0.484456950309;0.956534983664;17.6571101962;0.933644048208;0.997527354716
183;Evian;data22FB1_2016_Evian;63.2328555556;18.4585106856;1.05842221316;0.490020335028;0.967519596657;16.9417802937;0.92992388176;0.993552641009
